Description,TotalSalesDollars,ProfitMargin
Jarvis Chard Estate Napa,1919.68,11.91656942823805
Jaume Serra Cristalino Rose,8200.189999999939,33.02923468846405
Je T'Aime Cremant de Limoux,1039.35,10.855823351132903
Jean Dauvissat Chablis St Pi,7617.2499999999745,24.557025173126554
Jean Laurent Blanc de Noirs,1982.5700000000002,97.29542966957031
Jean Luc Colombo Ruchets 07,159.98,65.51443930491311
Jean-Paul & Benoit Droin 14,2660.7899999999972,5.543842242341455
Jefferson's Manhattan RTD,5758.529999999986,88.5090465795958
Jekel Grvlstone Montry Chard,4361.779999999987,41.98744549243638
Jekel Rsl Monterey,4659.009999999976,31.606070817619635
Jeremiah Weed Bourbon,554.6300000000001,20.013342228152116
Jeremiah Weed Sarsaparilla,179.88,44.429619746497664
Jesse James Spiced Bourbon,383.76,21.88868042526579
Jewell Towne Cab Svgn NH,4867.47999999998,11.883767370384268
Jewell Towne Chardonnay,8070.929999999928,31.72534020242966
Jewell Towne Seyval NH,7940.929999999915,31.82221729696575
Jim Beam Bonded Bourbon,3076.2899999999954,86.50322303814009
Jim Beam Candy Cane 4/50mLs,1308.720000000001,78.64631089919924
Jim Beam Distlrs Masterpiece,8999.549999999994,13.667683384169123
Jim Beam Signature Craft Ltd,4416.83999999999,96.70239356644117
Jim Beam White BBQ Sauce Pak,2052.1500000000005,97.40516044148819
Jimenez Landi Bajondillo Men,371.76,31.052291801162042
Jip Jip Rocks Shiraz/CabSvgn,1019.4,45.944673337257214
Joel Gott Rsl Columbia Vly,207.84,51.61662817551963
John Anthony Cab Svgn Napa,2759.5399999999995,35.072512085347554
John Anthony Svgn Bl,1605.2700000000002,28.385879011007496
John Taylor Velvet Falernum,159.9,34.31519699812383
Johnnie Walker Gold Edition,2634.69,37.4879018024891
Johnnie Walker Odyssey,8549.91,5.253622552752021
Jonathan Edwards Znfdl Lodi,176.94,32.89250593421499
Jordan Chard Sonoma,5978.06999999999,43.43525586016882
Jos Phelps Insignia 2010 Red,8447.339999999998,82.94232267198905
Jose Cuervo Cinge,1885.8900000000006,45.73278399058271
Jose Cuervo La Familia Rsv,8199.179999999993,47.736237038337926
Jose Cuervo R Rolling Stones,4199.579999999999,26.47264726472646
Jose Cuervo Tropina,350.82,28.578758337609028
Jose Maria de Fonseca Periq,3346.6499999999896,35.792508926837094
Josef Weinberg Radiance Mosl,359.64000000000004,31.531531531531538
Joseph Drouhin Cote de Beaun,1689.3500000000004,96.96332909107053
Joseph Drouhin Cote de Nuits,1619.4300000000003,26.492654822993284
Joseph Mellot Reuilly Svgn B,15.99,31.0193871169481
Joseph Mellot Sancerre White,1699.3200000000004,73.35463597203588
Joseph Phelps Insignia 08,6239.609999999999,62.64349855199283
Joseph Phelps Insignia 09,2559.8399999999992,83.6599162447653
Josh Cellars Cab Svgn Paso R,1580.0700000000002,24.12994361009322
Josh Cellars Craftsman Cab S,3189.7199999999993,32.13949813776755
Juan Gil Dry Wh Muscat Jumil,687.3700000000003,62.46562986455623
Juarez Silver Tequila,8801.909999999987,9.9581795314878
Juarez Triple Sec,6755.069999999976,21.67764360694982
Jubileo Meritage,119.88,32.43243243243243
Julius Treis Trocken Rsl,137.94,35.0587211831231
Justin Obtuse,1054.0900000000001,43.97157737954065
K Syrah The Deal,2478.329999999999,11.609834041471444
K Vintners Cab Svgn Stonerid,563.88,32.432432432432435
K Vintners Syrah The Hidden,2799.5999999999995,22.588941277325322
K Vntrs Milbrandt Col Syrah,1253.6200000000001,14.707008503374237
KAH Extra Aged Tequila,1249.95,13.668546741869687
KJ 12 Vintners Rsv Cab Svgn,1067.88,31.03719519047084
KJ Est 12 Chard Camelot High,4978.339999999987,26.240473732207718
KJ Est 12 Pnt Nr Outland Rdg,1749.5000000000002,33.7959416976279
KJ Est Cab Hawkeye Mtn,299.94,32.42648529705941
KJ Est Chard Santa Maria Vly,167.94,33.762057877813504
KJ Jackson Est Pnt Nr Anders,101.94,33.78457916421424
Kahlua Cinnamon Spice,2308.8199999999983,97.56585615162724
Kahlua Hazelnut,9138.009999999955,80.10726624286897
Kahlua Peppermint Mocha,7055.389999999966,89.2227077454258
Kaiken Malbec Mendoza,1021.2700000000002,33.85686449224986
Kaikouzu Potato Shochu,699.8000000000001,9.082595027150623
Kamchatka Vodka,3811.319999999998,27.348330797506872
Kamora Coffee Gift Pack,7627.639999999934,35.130394197942636
Kamora Coffee Liqueur,1670.4800000000012,29.1054068291749
Kangarilla McLaren Vl Shiraz,131.94,31.969076853115048
Kavalan Soloist Tawain Whsky,5699.8499999999985,69.92447169662358
Ke Ke Beach,988.1400000000003,21.552614002064516
Kedem Concord Grape Kosher,1957.800000000002,43.536622739810056
Ken Forrester Petit Pinotage,461.67000000000013,13.46199666428404
Ken Volk Pnt Nr Cuvee St Mar,5493.219999999982,46.12267486101032
Ken Wright Canary Hill Pnt N,1924.65,51.4067492790897
Ken Wright Cellars Pnt Nr,1319.76,94.44444444444446
Ken Wright Freedom Hill Pnt,1979.64,29.61245478975974
Ken Wright Shea Ore Pnt Nr,2089.62,55.56799800920741
Kendall Jackson Pnt Nr Spl S,671.52,34.238741958541816
Kendall Jackson Sp Sel Chard,8776.68,33.05896990661614
Kendall Jackson Sp Sl Merlot,671.52,32.88062902072909
Kendall Jackson Spcl Cab Svg,1161.17,24.43483727619554
Kennedy's Original Irish,527.6700000000001,89.17884283737942
Kenwood Chard 12,2037.600000000001,89.37720848056537
Kenwood Chard Sonoma,6248.459999999983,10.160583567790857
Kenwood Cve Brut Yulupa Spa,1393.4500000000003,7.768488284473786
Kenwood J London Znfdl,8419.149999999958,32.3592049078586
Kenwood Merlot Sonoma,3328.629999999994,13.795164977783529
Kenwood Yulupa Cab Svgn Cal,1681.1300000000006,29.480765913403513
Kenwood Yulupa Chard Cal,1393.4500000000003,27.782123506404982
Kenwood Yulupa Cuvee Brut,1477.06,31.045455160927787
Kenwood Yulupa Merlot Cal,988.9,32.72525027808676
Kenwood Yulupa Pnt Nr,1177.69,24.190576467491454
Keo St John Commandaria Cyp,719.73,50.96911341753157
Kesselstatt Josephshofer Kab,1522.9500000000007,13.704323845168956
Kesselstatt Piesp G Kab Rsl,314.79,35.09006004002669
Kesselstatt Piesporter Gold,929.69,97.80572018629866
Kesselstatt Rsl RK QbA Mosel,8358.319999999936,25.628834502626802
Kesselstatt Schwartzhof GG,263.88,33.78808549340609
Ketel One Oranje,3442.319999999997,46.90964233423965
Kettmeir Muller Thurgau Alto,3798.099999999999,31.561833548353107
Kettmeir Pnt Grigio Alto Adi,3438.2799999999957,26.202636201821743
Kibo Junmai Sake,197.67000000000002,5.752010927303083
Kikkoman Plum Wine,7012.199999999921,35.15301902398604
Kim Crawford Pnt Gr Marlboro,9359.91999999994,19.365977486986516
King Est Domaine Pnt Gris,1470.4500000000003,11.700499846985627
King Estate Dom Pnt Nr 12,3761.4299999999985,8.720087838933564
King Rabbit Malbec Pay D'Oc,143.82,77.76387150604921
King Robert II Scotch Whisky,246.86999999999998,77.86689350670393
Kinsella Est Cab Svgn 10,4829.579999999997,57.308917131510384
Kir-Yianni Akakies Yianakoho,395.78,33.79655364091162
Kirkland Signature Cab Svgn,311.76000000000005,39.26096997690532
Kirkland Signature Chard,171.38,25.778970708367368
Kirkland Signature Chard 12,319.8,20.0
Kirkland Signature Supr Brdx,7.99,32.91614518147684
Kismet Wine Papa's All-Black,2518.74,98.43374067986375
Kistler Hyde Chard,875.88,34.210165776133714
Kistler Les Noisetiers Sono,2034.63,17.995900974624384
Kistler Pinot Noir RRV,3189.4199999999996,34.20621931260228
Kitaya Ai No Hime Sprkl Sake,2989.279999999991,28.89792859819067
Klinker Brick Farrah Syrah,7315.839999999983,18.344988408712958
Klinker Brick Marisa Znfdl,2274.3499999999995,72.30373513311496
Klinker Brick Old Ghst Znfdl,5706.479999999989,33.909345165495914
Knappogue Castle Irish 12 Yr,6678.329999999987,75.52322212289594
Korbel Brut Rose,2596.0500000000006,26.226382388628895
Kosta Browne Pnt Nr RRV,9298.999999999993,5.368211635659679
Kracher Beerenauslese Cuvee,119.88,31.931931931931935
Kringle Cream,5684.65999999997,55.18958037947718
Kris Heart Rosso,4977.999999999969,54.012053033346454
Kronan Swedish Punsch,179.94,51.69500944759364
Kru 82 Vodka,7440.0899999999565,23.288696776516975
Kru Peach Mango Vodka,4296.559999999982,80.65708380658006
Krug Grande Cve Brut,2719.6799999999994,18.299211671961388
Krug Rose Champagne,467.98,0.6624214710030392
Krupp Bros The Doctor Red,1999.8,59.45994599459946
Krupp Bros Veraison Red,5753.81999999999,51.629873718677246
Krupps Brothers Veraison,5119.359999999994,6.752211213901623
Kuentz Bas Alsace White,1806.7100000000007,33.049576301675444
Kunde Cab Svgn Sonoma Cnty,540.6300000000001,22.507075079074422
Kunde Chard Sonoma Cnty,870.3300000000004,21.046040007813154
Kunde Magnolia Lane Svgn Bl,8003.409999999953,39.470050890807435
L Bernard Cotes du Rhone,7883.679999999934,44.35961378442506
L Einaudi Dolcetto Dogliani,5792.779999999975,67.31517509727612
L'Ardi Dolcetto D'Acqui,3777.6699999999782,46.405059203159304
L'Argentier Rose d'Aramon,2682.2100000000005,4.168577404453821
L'Ecole No 41 Cab 12 Walla W,2966.309999999997,14.196425862435042
L'Ecole No 41 Chenin Bl OV,1122.3900000000003,24.81757677812528
L'Ecole No 41 Red Columbia V,1898.1000000000004,46.887413729519
L'Eglise Saint-Hilaire Borde,2166.1400000000003,90.89394037319842
L'Enclos de Viaud Lalande Po,3148.949999999995,99.34327315454358
L'Excellence Blanc 2015,1658.3400000000013,23.282318463041427
L.A. Cetto Cab Svgn,431.64,34.195162635529606
LAN Rioja Reserva,809.52,2.905425437296173
LAN Rsva Rioja,188.92000000000002,5.616133813254294
La Atalaya Almansa Red,970.4000000000001,73.45424567188789
La Basttistina Gavi,123.91999999999999,9.651387992253062
La Cana Albarino,7275.259999999973,38.62927235590189
La Caplana Gavi di Gavi,6654.649999999965,26.039085451526013
La Carraia Orvieto Clsc,5497.939999999965,37.911290410589785
La Chapelle Mission Haut Bri,2295.72,83.22051469691425
La Chapelle de la Mission Ha,2369.699999999999,70.11267249018861
La Clarence de Haut Brion PL,4402.629999999999,47.811194672275434
La Clarte de Haut Brion 10,7769.299999999999,53.64447247499774
La Crema Chard Sonoma Coast,1188.8100000000006,1.6773075596605618
La Crema Pnt Nr Sonoma Coast,701.4600000000003,26.86682063125484
La Crema Russian Rive Pnt Nr,395.88,31.97938769324038
La Croix Belle No 7 Rose 15,4672.249999999986,31.57900369201115
La Croix de Carbonnieux Blnc,1117.5700000000002,89.14519895845451
La Croix de Carbonnieux Roug,1253.3400000000004,83.94051095472898
La Dame Montrose St Estep 11,1403.73,97.56363403218567
La Demoiselle Sociando Haut,424.8300000000001,67.98719487795118
La Fee NV Absinthe,559.7200000000001,44.847423711855946
La Fleur d'Amelie Brdx Rose,4871.249999999982,30.13292276109803
La Font de Notre Dame Rastea,1011.5600000000003,48.82854205385742
La Garenne Entre Mer Wh,1549.5900000000001,13.693299517937005
La Jota Cab Svgn Howell Mtn,2339.64,27.373442068010444
La Jota Howell Mtn Merlot,1429.78,4.795842717061362
La Joya Svgn Blanc,83.92999999999999,3.4910044084355927
La Lecciaia Brunello di Mont,1405.63,77.63280521901211
La Maialina Gilfredo Verment,4302.689999999999,24.821681320290274
La Merika Pnt Grigio Montery,4674.799999999988,79.18028578762724
La Monacesca Verd di Mattell,779.61,44.54663229050423
La Mondotte 08 St Emilion,1887.92,74.31458960125428
La Mura Blanco,1258.2000000000003,28.88888888888892
La Mura Rosso,838.8,24.620886981401988
La Noble Chard Unoaked,629.5500000000002,2.0887935827178463
La Petite Maison Ventoux Bl,160.76999999999998,88.55507868383404
La Pettegola Vermentino,269.85,19.488604780433587
La Puerta Alta Malbec Bonrda,191.88,32.89555972482802
La Quintinye Blanc Vermouth,2798.2499999999905,21.775395336370675
La Quintinye Rouge Vermouth,3197.9999999999877,26.041275797373054
La Scolca Black Label Gavi,431.88,31.03639899972215
La Terre Chard Cal,461.1600000000002,26.045190389452717
La Terre Merlot,184.23,10.191759068920526
La Vieille Ferme Red B/B,499.80000000000007,18.367346938775523
La Volpe Pnt Grigio,1127.1599999999999,30.46949856275949
La Volpe Prosecco,415.74,8.904603838937806
LaBelle Winery Americus,7196.399999999954,18.368350842087256
Label 5 Scotch 12 Yr,4446.6099999999915,67.88834640321497
Laboure-Roi Pouilly Fuisse,639.36,66.66666666666666
Lacoste Borie Pauillac,7291.129999999986,26.872789265861265
Ladera Stile Blocks Cab Napa,1749.65,16.735347069413876
Ladyburn 41 Yr Old Scotch,5999.97,48.32040826870801
Lafite Rsv Speciale Bl Brdx,485.72000000000014,70.40270114469243
Lagler Gr Velt Smaragd Stein,1529.1500000000005,8.890560115096667
Lagler Rsl Smaragd Elmerberg,2133.03,10.96046469107327
Lago Rose,9937.349999999928,24.08116852078209
Laguna Chard,2672.0899999999997,25.278714414559367
Lake Sonoma Cab Svgn AV,527.7800000000001,0.32778809352382016
Lake Sonoma Znfdl Dry Creek,2218.8900000000003,43.106688479374824
Lamberti Prosecco Extra Dry,558.4000000000002,29.899713467048738
Lancers Rose,2485.8499999999995,32.6049439829434
Landmark 12 Overlook Chard S,2249.2499999999995,45.101700566855605
Landmark Overlook Pnt Nr,2083.2500000000005,35.08892355694229
Lange Pnt Gris Willamette,940.44,37.45055505933393
Lange RSV Willamette Pnt Nr,6001.0599999999895,56.695983709544564
Laphroaig 18 Yr Single Malt,3429.5899999999992,68.43587717482264
Lapierre Raisins 14 Gaulois,2056.5300000000007,1.2433565277433534
Las Brisas Rueda Wh,2996.689999999997,45.83490451131076
Las Pizarras Garnacha,419.4,31.902718168812584
Las Valles Carinena Red,1851.9400000000007,25.46194801127471
Las Valles Viura-Chard,1447.3900000000003,23.393142138608138
Latour 11 Corton-Chrl Bl AC,7583.209999999993,8.253101259229188
Latour 11 Merslt-Blgny P Cru,1449.71,97.71609494312656
Latour 13 Cuvee Bourgog Blnc,7419.359999999974,90.66091954022986
Latour Beaujolais Villages,8482.219999999936,42.408473253463846
Latour L'Ardeche Chard,558.57,12.992104839142819
Lauders,969.209999999999,26.6928735774496
Laurent Reverdy Sancerre,323.76,35.50778354336545
Lavergne Brdx Rouge,9867.649999999916,31.256884871270707
Laya Tinto Almansa,9310.78999999991,30.267571280202105
Layer Cake Garnacha,7191.56999999995,48.616505158122294
Lazzaroni Sweet Marsala,3335.289999999982,1.4646402561692382
Le Capitaine Vouvray Loire,191.88000000000002,33.77110694183866
Le Cengle CdProvence Rose,4728.359999999983,31.481105499581023
Le Clarence de Haut Brion 12,1741.8700000000001,7.0688398100891625
Le Gr Bouqueteau Chinon Roug,7211.48999999997,25.58458792843053
Le Grande Courtage Brut,4611.8,25.143154445045173
Le Grande Courtage Rose,988.1000000000004,52.39955470094122
Le Haut Medoc de Lascombes,5283.48999999999,88.23618479452027
Le Macchiole Bolgheri Rosso,1349.5000000000002,79.35828084475732
Le Petit Cheval St Emilion,719.85,33.331944155032296
Le Petit Haut Lafitte Brdx,1691.53,32.4256737982773
Le Petit Mout Roths 11 Pauil,2099.86,95.20634708980599
Le Ragose Valpo Clsco 09,1630.9800000000007,20.538571901556153
Le Val Grenache Rose,7835.869999999944,24.997096684860264
Le Volte Red Toscana,666.77,33.77026560883063
LeCompte Calvados 12 Yr Old,1049.85,80.53436205172167
LeCompte Calvados 18 Yr Old,1689.8700000000001,77.54146768686348
LeCompte Calvados 5 Yr Old,2015.64,80.16014764541288
Leaf Vodka Alaskian Glacial,6230.789999999961,65.62329977418574
Leblon Cedilla Acai Liqueur,89.97,73.3355562965433
Lee Family Farm Albarino Mon,1313.2700000000004,84.6231163431739
Lee Family Farm Rio Tinto S,730.5699999999999,29.89583475916064
Leese Fitch Svgn Bl,533.5400000000001,15.320313378565817
Leese-Fitch Chard,843.28,24.011004648515325
Leese-Fitch Merlot,179.84,4.7153024911031975
Leflaive Macon Verze,6010.329999999993,14.693535962251556
Legacy Red Alexander Valley,1377.74,76.61387489656974
Legaris Crianza Ribera del,94.74000000000001,32.425585813806215
Legend of the Vine Cab Svgn,783.38,33.77926421404682
Leoville Poyfre St Julien 09,1847.94,77.62914380337024
Lepanto Solera Gran Reserva,783.84,87.82532149418249
Leroux Apple Schnapps,29.96,23.097463284379177
Leroux Cherry Brandy,95.88000000000001,21.902377972465594
Leroux Polish Blackberry Bdy,422.53000000000014,1.3040494166095091
Les Dauphins Cotes du Rhone,486.1500000000001,57.79080530700402
Les Embruns Rose,1104.15,54.91916859122402
Les Fiefs de Lagrange 11 Jul,494.85,54.026472668485404
Les Hauts Calas Chinian 14,1478.5200000000011,26.905283662040485
Les Hauts de Lagarde Blanc,688.4700000000003,7.598007175330829
Les Lauzeraies Tavel,637.4200000000003,24.10341689937565
Les Pasquets Entre Deux Mers,789.2100000000003,83.86994589526236
LiDestri Red Sangria,4351.1599999999635,19.19097436085937
LiDestri Spicy Bloody Mary,71.92,2.558398220244721
LiDestri White Sangria,197.78000000000006,9.748205076347482
Liberty Creek Cab Svgn Tetra,432.71,33.77550784590141
Liberty Creek Merlot Tetra P,85.24000000000001,12.998592210229953
Liberty Creek Pink Moscato,215.73000000000005,27.94697075047515
Liberty Creek Prem RSV Merlo,407.4900000000001,25.023926967532972
Liberty Creek Vyd Pnt Noir,231.70999999999998,2.1190280954641443
Liberty Crk Pnt Grigio,35.88,32.107023411371244
Liberty Crk Prm RSV Wh Znfdl,1733.8300000000008,30.085417832198154
Liberty Crk Vyd Pnt Grigio,990.7300000000002,32.0420296145267
Liberty School Cuvee Red CC,118.83,54.15299166877051
Licor 43 Liqueur Gift Pack,2534.679999999999,35.66051730395945
Lila Rose 4 Pk Cans,65.94,33.75796178343949
Lila Svgn Bl 4 Pk Cans,2198.000000000001,33.88398544131025
Lillet Rose French Aperitif,1277.2900000000004,14.600443125680181
Lima Loureiro Vino Verde DOC,1640.400000000001,41.660570592538434
Lincourt Courtney's Chard,461.5800000000001,76.34212920837126
Lindemans Bin 90 Moscato,2377.139999999998,39.00653726747264
Lindemans Bin 99 Pnt Nr,5577.239999999953,31.62388564953225
Lindemans Cawarra Shiraz/Cab,3480.419999999998,27.015705001120487
Line 39 Merlot,211.79000000000005,8.10708720902783
Linkwood 15 Yr Old Sngl Malt,4719.409999999994,88.08304427883994
Lions de Suduiraut Sauternes,2050.9200000000005,90.06104577457921
Liquore Strega,353.88000000000005,25.364530349270947
Little Black Dress Divalicio,5899.6599999999435,33.35954953336227
Little Black Dress Pnt Grigi,163.83999999999997,21.484374999999996
Little Penguin Cab Svgn Ausl,2267.7300000000014,22.181212049053514
Little Penguin Merlot Ausl,7275.089999999933,32.236852052688796
Little Yering Pnt Nr Yarra V,719.52,32.421614409606406
Live-A-Little Ravishing Red,1582.56,34.21292083712465
Live-A-Little Wicked White,791.28,31.938125568698805
Livingston Cab Svgn Cal,157.85999999999999,70.86025592296971
Livingston Chablis Blush Ca,2623.690000000001,22.732648877352098
Livingston Chianti Cal,153.79999999999998,10.858257477243148
Livingston Clrs Pnt Grigio,255.67999999999998,27.4874843554443
Livingston Clrs Red Rose,497.37000000000006,31.09355208396165
Livingston Clrs Rhine Calif,350.4600000000001,87.64480967870799
Livingston Rhine Calif,465.41,34.341763176554004
Livingston Sangria Natural,569.2800000000002,31.418634064080948
Livingston Wh Znfdl Cal,341.5700000000001,27.227215504874575
Livio Felluga Pinot Grigio,847.6400000000001,56.877919871643634
Livon Pnt Grigio,4789.849999999981,27.034875831184422
Llopart Rose Cava Brut Rsva,4800.039999999996,58.10534912209062
Llord's Orange Curacao,1880.860000000001,25.238454749423184
Llord's Peach,227.62,29.452596432650907
Lobstah White,1108.9500000000005,68.3439289417918
Lobster & Shrimp Muscadet,8856.769999999917,59.29396382654131
Locations CA Red,3934.359999999991,30.782134832602853
Locations OR Red,4534.109999999987,13.622739633577233
Lock & Key Meritage,779.4000000000003,31.48575827559664
Loimer Lois Gruner Veltliner,4834.6499999999805,35.453031760313344
Lokoya Diamond Mtn Cab Svgn,974.97,33.77334687221145
Lokoya Howell Mtn Cab Svgn,1949.94,0.6600203083171734
Lokoya Mt Veeder Cab Svgn,3574.8900000000003,13.420552800226032
Lokoya Spring Mtn Cab Svgn,4549.86,35.06569432905627
Lombardo Marsala Ambra Dry,97.13000000000001,25.37835890044271
Long Lake Cab Svgn Cal,209.64999999999998,5.442404006677782
Looking Glass Cab Svgn,39.48,31.00303951367781
Looking Glass Wh Znfdl,39.48,31.00303951367781
Lost Angel Moscato,779.2200000000001,18.80341880341881
Lot No 40 Canadian Rye,3299.4199999999973,92.14377072333924
Louis Jadot Chmble-Musgny 11,99.98,65.5131026205241
Louis Jadot Nuits St Geo 11,899.88,34.64461928257101
Louis Latour 13 Pnt Nr Bourg,167.88,33.30950679056469
Louis M Martini Cab Svgn,7479.370000000001,34.98997910251801
Louis de Grenelle Rose,734.5100000000001,21.00856353215069
Loukatos Mastic Liqueur,485.73000000000013,50.972762645914415
Loukatos Retsina,6316.339999999949,54.35552867641664
Loukatos Tsipouro Brandy,139.93,36.49681983849068
Love Lane Carmenere,2897.329999999989,7.792346746832111
Love Lane Svgn Bl,4360.129999999984,6.7296158600771765
Love Oregon Pnt Nr,659.6100000000001,11.863070602325648
Love Oregon Rsl,978.3400000000003,52.04121266635322
Lower East Side Cab Svgn,3908.879999999997,60.20317840404409
Lucano Amaro,2188.5400000000004,71.18170104270428
Lucano Limencello,945.1400000000004,69.68068222697167
Lucanto Montepulciano d'Abru,577.6600000000001,51.63937264134613
Luce Brunello Montalcino 10,2183.79,31.974228291181845
Luce Della Vite Lucente Tosc,7218.509999999986,45.2490888008743
Luce Della Vite Toscana,2199.7799999999997,59.46594659465947
Lucienne Doctor's Vyd Pnt Nr,767.8399999999999,34.35481350281309
Lucky Duck Cab Svgn,90.96,31.134564643799468
Lucky Duck Moscato,227.39999999999995,22.568161829375526
Lucky Duck Riesling,125.07000000000004,27.176781002638545
Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972482802
Luiano Ottantuno Chianti,3197.2199999999984,68.58051682399082
Luiano Rosato,385.00000000000006,53.40963156877558
Luigi Bosca Chard,4748.15999999998,4.475839061867802
Luigi Bosca Los Miradores Ma,1033.6200000000001,29.04549060583194
Luigi Bosca Malbec 13,1329.3000000000002,30.50778605280975
Luigi Bosca Malbec SV DOC,418.8300000000001,14.27548169901871
Luigi Bosca RSV Cab Svgn,9960.349999999939,25.870074846766926
Luigi Bosca de Sangre,2899.7699999999945,17.267921248926484
Luna di Luna Prosecco,1495.1200000000006,29.177591096366868
Lustau Pedro Ximenez San Emi,107.96,33.34568358651352
Luxardo Amaretto di Saschira,349.86,44.13765506202481
Luxardo Angioletto Hazelnut,1258.2000000000005,78.49308536003817
Luxardo Sambuca Dei Cesari,299.88,22.488995598239296
Luxury Edition Pnt Nr Rose S,623.5200000000002,34.64203233256353
Luxury Edition Prosecco,740.4300000000002,33.33333333333336
Luzon Jumilla Red,2275.3199999999974,20.398009950248642
Lynch Bages 09 Pauillac,2619.96,66.2162781111162
Lyrarakis Assyrtiko,431.72999999999996,9.27663122785073
Lyrarakis Okto Syrah Blend,9190.00999999994,26.864932682336157
Lyrarakis Okto White,959.4,34.208880550343956
Lyric by Etude Pnt Nr,2204.4500000000003,29.304815260042194
M & R Bianco Vermouth,964.2100000000006,21.855197519212666
M & R Sparkling Rose,8902.209999999925,42.917769857147306
M Chiarlo 10 Chiarlo Rosso,8401.589999999971,33.10337686080827
M Chiarlo Barolo Cerequio,879.89,64.58193637841094
M Chiarlo Gavi Wh,1208.9000000000008,99.39366366117959
M D 20/20,8993.459999999986,27.779186208644944
M D 20/20 Coco Loco,2090.760000000001,17.938931297709924
M D 20/20 Habanero Lime Arit,2433.9000000000005,22.04116849500797
M Lynch Bordeaux Blanc Grave,3858.4499999999853,55.017429278596154
M Lynch Bordeaux Rouge Medoc,7370.089999999946,80.34433772179158
M Molitor Spatlese Mosel,3944.529999999992,35.01887423850229
MSH Cellars Svgn Bl Napa Vly,1918.4000000000005,73.46643035863221
MU Creamy Vanilla Latte,142.89000000000001,24.753306739449936
Ma Terr Aglianico Vulture,167.88,31.95139385275197
MacGavin's Highland Scotch,2500.6099999999988,96.84956870523591
MacMurray Ranch Selct Pnt Nr,3289.23,28.655642810019373
Macchia Mischievous Znfdl Lo,5247.4999999999945,19.977131967603523
Mad Dogs & Englishmen Jumil,279.80000000000007,97.6661901358113
Madria Sangria Moscato,1306.3300000000008,24.489777854179316
Madrigal Petite Sirah,6897.939999999972,95.24263765703962
Magellan Gin,1481.4300000000003,31.9036336512694
Maggio Cab Svgn,333.66,13.253012048192778
Maggio Chardonnay,131.88,33.75796178343949
Maggy Hawk Afleet Pnt Nr,1924.65,30.907957290936032
Maipe Malbec Mendoza,6970.869999999941,37.7248463965038
Maison L'Envoye The Attache,3772.979999999994,67.32026143790844
Maison L'Envoye Two Messenge,4574.2399999999925,68.59806219175202
Malamatina Retsina,4967.549999999974,31.095409205744932
Malibu Cosmo Light RTD,610.5900000000001,66.5372836109337
Malibu Island Spiced Rum,587.0300000000002,65.82116757235576
Malibu Mango Rum,3354.019999999997,2.8064829667084905
Malibu Peach Sparkler RTD,5284.729999999969,78.5309750923887
Malibu Red,8970.829999999954,70.43517712407866
Malibu Rum Sparkler RTD,7117.889999999947,76.51214053602946
Manabito Ginjo Sake,5652.989999999978,39.17342857496629
Manero Rosso di Toscana IGT,167.88,32.88062902072909
Manifesto! Cab Svgn,675.48,22.934801918635632
Manifesto! Chard No Cst,4548.939999999983,95.06302567191476
Manifesto! Svgn Bl,131.88,32.84804367606915
Manischewitz Cream Peach,119.76,33.26653306613226
Manischewitz Cream White Cnd,1839.890000000001,17.446151672110886
Manon Rose de Provence,1682.8400000000006,54.77434707715918
Mantane Primitivo Puglio,6205.779999999978,40.05266058416485
Manteo Red Blend Sonoma Cnty,407.76,34.19658622719247
Mapple Jack Liquer,4144.839999999987,83.30454251551322
Mapuche Svgn Blanc,833.2800000000001,38.73847926267282
Marcarini Barolo Brunate,1979.67,24.769279728439596
Marcel Lapierre Morgon,2443.0599999999977,75.28836786652802
Marchesi Barolo Cannubi 11,2203.7099999999996,24.941122016962293
Marchesi Barolo Ruvei B Alba,179.9,11.550861589772095
Marchesi Bassini Chianti Rsv,413.64,33.33333333333333
Marchesi Bassini Sangiovese,359.64,34.63463463463464
Marchesi Di Barolo Sbirolo N,227.88,34.64981569246973
Marchesi di Barolo Barbaresc,986.79,7.244702520293073
Marcus James Malbec Mendoza,9518.179999999895,34.029089594859066
Marcus James Rsl,223.72000000000003,15.519399249061335
Margaritaville Coconut,999.8100000000003,15.928026325001769
Margaritaville Island Lime,507.1500000000002,8.58720299714093
Margaritaville Tangerine Teq,376.74,64.48479057174708
Marie Brizard Anisette,159.92000000000002,21.86093046523262
Marietta Clrs Angeli Cuvee,4588.2199999999875,10.62459951789557
Marina Cvetic Mntlcno Abruzo,1043.64,59.06634471656893
Mark West Pnt Nr Santa Lucia,409.7200000000001,94.18627355267012
Mark West Pnt Nr Willamette,607.7400000000001,10.968506269128257
Marques de Caceres Albarino,6843.70999999995,32.46937698996547
Marques de Grinon 10 Cab Svg,999.7500000000001,83.78394598649662
Marquis d Gelida Brut Rsv,2903.3299999999967,84.21192217212646
Marquis de Calon St Estephe,927.6800000000001,75.48723697826837
Marquis de Chasse Red Gines,205.82,61.403167816538726
Martinelli Belle Vigna Pnt N,4171.929999999995,3.3181285400281277
Martinelli Bondi Home Pnt Nr,6110.029999999998,51.5203689670918
Martinelli Vellu Ranch Znfdl,2483.5399999999986,82.13195680359486
Marzadro Le Diciotto Lune,4179.2399999999925,86.14819919411183
