Description,TotalSalesDollars,ProfitMargin
Ch La Mondot 10,1283.97,32.43300077104605
Ch La Mondotte 09 St Emilion,1479.96,50.0
Ch LaGrange 10 Brdx,5511.479999999997,92.09649676674867
Ch Lacoste-Borie Pauillac 10,644.85,73.33333333333333
Ch Lafaurie-Peyragey Saut 10,4454.449999999997,63.63860858242879
Ch Lafite Rothschild 12,9749.85,72.41372944199142
Ch Lafitite Rothschild Pa 11,8549.91,77.62853644073446
Ch Lafon-Rochet St Estphe 10,4730.4299999999985,58.12262310191672
Ch Lagrange 10,1063.86,95.20613614573345
Ch Lalande Boire 10 Brdx,2015.5200000000002,94.58799714217672
Ch Lalande Borie 11 Julien,1471.5400000000002,81.76604101825299
Ch Langoa Barton St Julien,1563.77,73.73846537534293
Ch Lascombes 10 Brdx,2879.84,53.85854769709428
Ch Lassegue 05 GC St Emilion,4166.57,83.61049976359452
Ch Lassegue 07 St Emilion AC,2837.419999999997,74.60404169985406
Ch Le Bon Pasteur 10 Brdx,1624.87,48.37125431572987
Ch Le Gay Pomerol,6399.359999999998,76.77392739273927
Ch Le Petite Mouton 12 Pauil,3509.739999999999,84.1937009579057
Ch Leoville Barton 10 St Jul,4159.679999999999,91.83014078005999
Ch Leoville Barton St Julien,3254.6499999999996,94.47037315840413
Ch Leoville Las Cases 11 Jul,1999.9,79.99949997499876
Ch Leoville Las Cases St-Jul,1639.92,58.88214059222402
Ch Leoville-Barton Gr Cru 09,3959.76,45.17344485524376
Ch Les Carruades 11 Lafitte,4179.809999999999,96.58238053882832
Ch Les Flefs de LaGrange 10,494.89000000000004,58.40085675604681
Ch Les Granges Brdx,3399.369999999985,93.29522823346676
Ch Les Ormes Saint-Julien,6668.849999999993,84.45309161249689
Ch Lestiac Cotes de Bordeaux,9.49,35.08956796628029
Ch Lilian 09 Ladouys St Este,665.82,71.33159112072333
Ch Lynch Bages Paulliac 11,9799.300000000001,94.32347208474074
Ch Lynch Moussas Pauilac,1079.7,84.94581828285635
Ch Magdelaine 10 St Emilion,3739.659999999999,87.82884005497826
Ch Magrez Fombrauge 09,4419.66,39.56774955539566
Ch Maine d'Arman Cote Bourg,3867.0399999999813,24.008026811204072
Ch Malartic Lagravier 12 RG,6248.749999999991,86.3012602520504
Ch Malartic-Lagraviere 10,245.97,35.47993657763142
Ch Malartic-Lagraviere Rouge,235.96,67.10459399898288
Ch Margaux 12 Margaux,4769.91,24.41366818241854
Ch Marquis d'Alesme,443.88,31.981616653149498
Ch Marquis de Terme 12 Mrgx,3338.3699999999967,86.05906475315797
Ch Martinon Brdx Rouge,3637.6899999999905,34.31738273464737
Ch Massiac Viognier,764.4900000000001,22.065690852725364
Ch Maycott Red,10.49,35.081029551954245
Ch Messile Aubert Montgne St,4266.059999999993,85.42050510306932
Ch Monbousquet 10 Brdx,1049.86,65.75543405787438
Ch Moncontour Vouvray Demi S,474.71000000000004,42.364812201133326
Ch Monestier La Tour Blanc,179.88,42.96197464976651
Ch Monet,7931.039999999946,27.311172305270944
Ch Montelena Cab Svgn 2006,2029.8600000000001,24.31399209797721
Ch Montelena Est Cab Svgn Np,909.9300000000001,72.1703867330454
Ch Motte Maucourt Brdx,179.88,34.62308205470313
Ch Moulin de Pillardot 10,3132.1499999999974,80.24360263716616
Ch Moulin de la Rose St-Juln,5983.119999999994,74.66171495808206
Ch Musar Hochar Red,329.89,81.44836157507048
Ch Musar Jeune Rouge,239.88,31.96598299149575
Ch Olivier 10 Blanc Pessac-L,3722.2699999999977,81.73695083913847
Ch Olivier Pessac-Leognan 10,3365.339999999997,76.76995489311628
Ch Pagodes de Cos 10 Brdx,99.99,67.53675367536755
Ch Palmer Margaux,2379.9300000000003,31.50680902379482
Ch Palmer Margaux 09 Medoc,7819.7699999999995,64.01735600919208
Ch Pape Clement 12 Pess-Leog,5599.499999999996,72.36753281542994
Ch Pape Clement Bl Gr Cru 11,2199.8900000000003,57.85789289464475
Ch Pape Clement Pess leognan,4231.539999999998,67.32253505815848
Ch Paradis Rose Cotes D Prov,8716.289999999935,27.372999292129503
Ch Pavie 10 Brdx,3779.9300000000003,31.50613900257413
Ch Pavie Macquin St Emiln 11,2213.7299999999996,67.68395423109412
Ch Pavie St Emilion 11 Gr Cr,2759.88,49.323883647115096
Ch Perron Brdx Rouge,263.88,33.78808549340609
Ch Pesquie Quint Ventoux Red,263.88000000000005,35.47066848567532
Ch Petit Bocq Cru Borgeos 10,319.9,93.37605501719287
Ch Pez 12 St-Estephe,3211.2699999999973,99.11623750105099
Ch Phelan Segur St Estephe,835.7800000000001,76.23297997080572
Ch Phelan Segur St-Estphe 12,5648.869999999996,91.84863521376842
Ch Pichon Baron Pauillac 12,4349.700000000001,35.485205876267344
Ch Pichon Longevile 11 Comts,4199.700000000001,86.48617758411315
Ch Pichon Longueville Rsv Co,2099.72,92.99763778027547
Ch Picon Longueville Comt 10,2309.9300000000003,43.234643474044674
Ch Pitot Brdx,5290.749999999962,89.06090818882004
Ch Plaisance Cuvee Alix Roug,4290.1099999999915,51.122232297073886
Ch Pontet Canet 12 Pauillac,2947.7799999999997,50.14383705703952
Ch Poujeaux 10 Moulis,866.83,77.08201146706968
Ch Rauzan Segla Margaux 09,319.98,66.66666666666667
Ch Rauzan-Segla 10 Brdx,1469.93,62.15602103501527
Ch Rauzan-Segla Gr Cru 08 Ma,5199.3499999999985,29.96778443459277
Ch Rayne Vigneau Sauternes,2319.599999999999,84.48396275219865
Ch Reserve d La Cometesse 11,689.85,95.4337899543379
Ch Reserve de la Comtesse 12,5779.769999999988,96.07475730003097
Ch Rieussec Gr Cru 10 Sauter,3499.7199999999993,60.5911330049261
Ch Rol Valentin 10,2943.539999999999,57.9710144927536
Ch Rollan de By Medoc,5197.919999999982,92.15070643642069
Ch Roumier-Lacoste Barsac W,74.97,31.052420968387356
Ch Smith Haut Lafitte 12,9015.019999999995,58.90857701924121
Ch Smith Haut Lafitte 12 Whi,3869.7,79.7286611365222
Ch St Jean Cinq Cep Cab Svgn,1359.83,83.77150084937087
Ch St Jean Soiree Red,9886.619999999912,55.48306701380209
Ch St Louis Vieux Galvesse L,5266.8999999999805,28.555696899504195
Ch St Michel Brdx Superur,9696.60999999993,42.74081354205189
Ch St Sulpice Brdx Blanc,6746.079999999947,21.38664231672257
Ch St Sulpice Rose 13,2039.430000000001,87.99860745404354
Ch St-Roch Chimeres CdRoussi,735.5400000000003,15.816950811648613
Ch Ste Michelle Cab Svgn,2132.0800000000004,19.66155116130728
Ch Ste Michelle Chard Mimi,649.35,37.62993762993763
Ch Ste Michelle Col Solare R,3609.2999999999984,22.59995012883381
Ch Ste Michelle Cold Ck Cab,3320.7299999999946,35.55633851592862
Ch Ste Michelle Cold Crk Cha,1766.1000000000004,67.41294377441822
Ch Ste Michelle Cold Crk Mer,2730.919999999998,37.990127868996474
Ch Ste Michelle Cold Crk Rsl,851.4000000000004,23.890063424947183
Ch Suau Cadillac Wh Brdx,71.94,33.778148457047536
Ch Suduiraut Sauternes 10,1637.87,78.77975663514198
Ch Talbot St Julien 11 GC,439.92,67.73958901618475
Ch Talbot St-Julien 12 GCC,5855.0399999999945,86.4731923266109
Ch Tanunda Gr Barossa Cab Sv,4326.349999999986,14.746610884463497
Ch Tanunda Gr Barossa Rsl,2089.1300000000006,65.09216755300054
Ch Tertre de Viaud C d Bourg,2841.6299999999947,79.0373834735697
Ch Thivin Cote de Brouilly,528.7700000000001,85.31497626567317
Ch Troplong Mondot 10 Brdx,719.97,33.334722280095
Ch Valcombe Rose Ventoux,223.85999999999999,43.60761190029482
Ch Valfontaine 10,2937.0599999999904,77.01919606681504
Ch Vignot 05 St Emilion Red,824.89,87.96203130114318
Ch Vignot 09 St Emilion Gr C,2291.629999999999,36.27287127503129
Ch Vincens 15 L'Instant M Rs,3728.129999999988,9.634052460616688
Ch Vrai Caillou Wh Brdx,8367.649999999925,35.70225810113889
Ch d'Yquem Sauternes,2573.91,56.98917211557514
Ch de Beaucastel Pape Blanc,999.92,82.87663013041043
Ch de Beaucastel Pape Rouge,823.96,49.99878634885189
Ch de Berne Rose,449.70000000000005,67.80965087836336
Ch de Bonhoste Red Brdx 09,101.93999999999998,78.94840102020797
Ch de Chantegrive Graves Rou,2174.2499999999995,98.23387374956882
Ch de Jarnioux Bjls,3886.0499999999943,95.74169143474735
Ch de Mattes Corbieres 13,1483.650000000001,19.150743099787743
Ch de Pez 10 St Estephe Brdx,558.87,45.046254048347556
Ch de Pierreux Brouilly Rsv,1681.3400000000004,87.46713930555391
Ch de Reynaud Cotes du Bourg,4367.699999999986,13.89632987613591
Ch de la Ragotiere Muscadet,8782.349999999946,26.378019550575388
Ch des Labourons Fleurie Rou,1064.2900000000004,22.652660459085425
Ch du Courlat 10,5747.699999999983,85.31116794543901
Ch du Levant Sauternes,2958.149999999993,33.49762520494212
Ch du Parc Brdx Rouge,1207.9900000000005,49.39693209380874
Ch la Cour d'Argent Bordeaux,1119.84,44.34740677239605
Ch la Pointe Pomerol,2559.2000000000003,83.06345733041576
Chalk Hill Estate Red,8408.359999999979,37.44475736053147
Chambers Rosewood Muscat,1175.0200000000004,79.18418409899407
Chambord Vodka,35.98,63.507504168982756
Champagne Malard Grand Cru B,1149.77,97.1394278855771
Champalou Vouvray Cuvee Fon,5635.079999999983,25.18296102273595
Champlain Orchards Sprklng C,2676.97,22.853076425959184
Chanrion Cote de Brouilly,379.80000000000007,93.33333333333333
Chanson Le Bourgogne Pnt Nr,1126.51,83.98948966276376
Chanson Vire Clesse,1586.3100000000004,90.27302355781657
Chapelle de Bastion Picpoul,3066.929999999994,20.624207269158294
Chapelle-St-Arnoux CdR Rouge,131.88,33.30300272975432
Chapoutier Cotes du Rhone R,6767.7899999999545,29.110684580933594
Chapoutier Hrmtage La Sizera,2399.6999999999994,62.21986081593531
Charles & Charles Chard,665.85,92.0522640234287
Charles Fournier Rsl,303.81000000000006,69.42826108423029
Charles Goodnight Bourbon,2951.309999999998,86.37588054118339
Charles Heidsieck Brut Rose,5291.319999999994,43.37518804381511
Charles Joguet Chinon Rose,181.87,75.03711442238962
Charles Smith King Coal Red,1199.88,34.64346434643464
Chartron Trebuchet Puligny,2897.5399999999986,63.02898320644407
Chateau Camensac 10,719.85,81.97957907897478
Chateau Carlmagnus 10,944.6500000000001,88.71963160959086
Chateau Gazin Pomerol 10,389.97,31.033156396645907
Chateau Giscours Margaux,399.92,57.478995799159826
Chateau Montrose St Estephe,3977.7400000000002,46.86304283336769
Chateau Pontet Canet Pauilac,3919.7199999999993,73.27538701744002
Chateau Simon Bordeaux Blanc,1625.0400000000006,88.09875449219712
Chateau d'Issan Margaux,1079.8,79.86849416558623
Chehalem Ian's Chard Rsv,832.6600000000001,45.08683015876829
Chehalem Inox Chard Wlmt Vly,1379.3100000000004,75.21224380306096
Chehalem Pnt Nr Three Vyd,3266.479999999996,82.013359947099
Chehalem Ridge Crest Vyds Pn,3275.2199999999966,71.1304889442541
Chene Bleu Rose,9686.859999999971,33.41318028941237
Chenin Bl K Forrester Stlnbh,1427.1599999999999,51.73631547969394
Cherry Heering Liqueur,944.7300000000001,50.87485313264107
Cherry On Top Sweet White,64.95,89.00692840646651
Cheval Blanc,2609.97,32.88543546477545
Cheval Blanc St Emilion 08,7199.839999999999,50.00055556790151
Cheval des Andes Mendoza,3839.359999999998,56.25364644107349
Chevalier L'Aujardiere Chard,356.7900000000001,93.73300821211356
Chi Chi's Chocolate Malt RTD,461.58000000000015,98.11083669136444
Chi Chi's Mai Tai,527.5200000000002,28.025477707006395
Chi Chi's Orange Cream RTD,5914.779999999943,65.8590852068882
Chi Chi's Ruby Red Margarita,4780.179999999955,67.75686271228247
Chicken & Turkey Cotes du Rh,479.4700000000002,76.34888522743863
Chigard Fleurie Les Moriers,3418.2899999999927,85.67704905084118
Chilcas Pinot Noir,19.99,32.416208104052025
Chilensis Pnt Nr,2477.5199999999977,28.089379702282873
Chimney Rock SLD Cab Svgn,139.98,35.49078439777111
Chinaco Anejo Tequila,66.99,21.8689356620391
Chinaco Blanco Tequila,5728.089999999982,85.20501598263989
Chivas Regal w/ 2 Glasses,3038.089999999996,95.44384794393845
Chloe Chard,838.4300000000001,11.205467361616359
Chloe Red,834.3900000000002,10.780330540874187
Chocolate Cuvee,1319.9500000000005,29.912496685480527
Chops & Burgers Bordeaux,4661.43999999998,47.07772705430063
Choyomusubi Ryo Junmai Sake,6728.819999999959,25.40148198346764
Christian Bros Cream Sherry,5943.92999999998,34.64997064231877
Christian Bros Dry Sherry,9612.989999999772,31.120702299699193
Christian Bros Holiday Nog,8982.149999999912,25.947573799145278
Christian Bros Ruby Port,720.7200000000001,28.246753246753247
Christian Drouin Calvados,942.5900000000003,87.53859047942372
Christmas Traditions Pnk Mos,119.88,31.03103103103102
Chronic Cellars Dead Nuts,2084.12,33.7792449571042
Chronic Cellars Sofa King,5695.039999999986,21.062187447322394
Churchill's Late Bottled 05,2225.1,31.72441688014022
Churchill's Vintage Port 11,7906.849999999991,45.315526015663416
Churchills 10 Yr Tawny Port,2033.2000000000005,43.07938225457409
Churchills 20 Yr Tawny Port,3381.209999999996,45.34915015630492
Churchills LBV Port,131.94,20.145520691223282
Ciacci 07 Piccolomino Brunlo,779.87,84.51280341595394
Cielo Pnt Grigio,7331.209999999995,32.201865961306645
Cigar Box Cab Svgn Valle Cen,8123.219999999934,32.635334263998175
Cigar Zin Old Vine Zinfandel,485.73,9.875856957569026
Cinq les Pattes Bordeaux Bla,1266.9200000000005,85.24295140971806
Cinquante-Cinq Chardonnay L,433.69,47.94669003205054
Cinquante-Cinq Viogn Lang Wh,323.76,33.06152705707932
Circa Pinot Grigio,455.64,30.15538583091914
Circa Rosso,116.91000000000001,10.495252758532212
Circadia Cab Svgn Napa Vly,74.99,68.03573809841312
Ciro Rosso Clsc Librandi Cl,77.94,19.55350269438029
Citation Chard,2519.2999999999975,15.1748501567895
Citra Trebbiano D'Abruzzo,5622.769999999968,29.759887030769054
Citran Haut-Medoc,1014.6500000000002,94.12802444192579
Clan MacGregor Scotch,323.73000000000013,64.4518580298397
Clarendelle Brdx Blanc,3330.0399999999913,72.42075170268217
Clarendelle Brdx Rouge,4918.409999999981,88.89031211306089
Clark & Chesterfield Whiskey,2498.7499999999977,18.81540770385183
Claude Riffault Chass Sancer,890.6700000000001,77.47313819933309
Clayhouse Cab Svgn,3311.82,35.48562421870754
Clayhouse Petite Sirah,5510.749999999982,64.5438461189492
Clayhouse Syrah Paso Robles,5424.219999999965,43.12564755854263
Clemento VII Toscano,4637.6799999999985,8.073002018250481
Cles des Ducs Armagnac VSOP,3694.3199999999943,87.83537971805364
Clio Jumilla Red,7513.329999999992,21.117134479651405
Clix Vodka,1799.94,86.97901041145816
Clos Amador Rose Tendre Cava,497.5900000000001,5.464338109688721
Clos Erasmus Laurel Priorat,1469.7,66.66666666666667
Clos LaChance Cab Svgn,1317.1600000000003,23.32594369704518
Clos LaChance Chard,5112.0899999999665,42.765483393288854
Clos LaChance Meritage,399.60000000000014,91.4914914914915
Clos Rochette Faiveley 09,559.7200000000001,14.2642749946402
Clos de Marquis 09 St Julien,5615.76,62.64423693320228
Clos du Bois Chard Calcaire,516.5300000000001,82.7386599035874
Clos du Bois Marlstone,8340.179999999982,57.44780088679132
Clos du Bois RSV Merlot Alex,2588.4899999999975,33.03199935097291
Clos du Bois Unoaked Chard,5808.550000000002,5.0468705614998814
Clynelish Single Malt Scotch,8878.519999999979,23.154872658956506
Coastal Vines Cab Svgn Cal,286.59,23.9610593530828
Cocchi Americano,759.6200000000002,3.4846370553698076
Cocchi Vermouth di Torino Sw,37.98,35.07109004739336
Cocci Grifoni Tellus Red,645.62,59.387875220718065
Cocktail Time Key Lime Rtd,6562.059999999949,74.23080557020184
Cocktail Time Strawberry Rtd,6454.169999999943,73.42260894894285
Codice Sierra Cantabria Red,7500.619999999931,48.145086672834545
Codorniu Original Spklg Cava,7828.819999999957,35.16072664846007
Cointreau VAP,3250.9999999999964,88.77299292525376
Colby Red,815.0400000000001,31.44876325088338
Coldcock American Herbal Whi,9399.80999999995,39.244516644485074
Colimoro Montepul D'Abruzzo,131.88,31.028207461328485
Collezione Chianti,179.64000000000001,35.07014028056112
Collezione Monte d'Abruzzo,588.82,34.66933867735472
Colombo Marsala Dry,8687.929999999877,33.138503648163756
Colosi Sicilia Dry Red,7015.959999999949,38.9625938574332
Columbia Crest Gr Ests Syrah,938.4100000000002,34.298440979955465
Columbia Crest H3 Svgn Bl,519.0400000000001,47.78051787916154
Columbia Crest Two Vines Rsl,630.9100000000001,21.483104639214922
Columbia Crest Two Vn Shiraz,226.70000000000005,51.61887957653287
Columbia Crest Vns Merlot/Ca,7712.399999999931,36.209091852081755
Columbia Crest Walter Clore,500.79,61.99604624692986
Columbia Winery Cab Svgn,8262.889999999948,56.91047563261734
Columbia Winery Merlot,503.64,63.4024303073624
Columbia Winery Red Blend,1642.63,60.896854434656625
Comandon XO Cognac,2599.8,96.21201630894684
Comm Bargemone d'Aix Blanc,2578.7099999999987,21.924528155550608
Commander Quincy's Rum Toddy,6925.049999999969,78.25459743972958
Common Man Pnt Grigio,4854.600000000002,27.447781485601304
Common Man Slctn Woodford Rs,2253.5099999999993,20.63492063492061
Comoloco Monastrell Jumilla,269.7,17.24137931034482
Compilation Cab Svgn,658.8000000000001,35.15482695810566
Concannon Crimson & Clover,311.76,32.87143956889915
Concannon Founder Chard,4790.709999999998,40.384619398794705
Concannon Glen Ellen Wh Zin,15.95,83.44827586206897
Concannon Irish Whiskey,263.88,21.873578899499773
Concannon Petite Sirah Cntrl,3536.7499999999877,91.8772884710539
Conch Republic Dark Rum,224.82000000000002,51.69468908460102
Conn Crk Ltd Rls Np Cab Svgn,6878.249999999982,21.918511249227386
Cono Sur Cab Svgn Cntrl Vly,7426.079999999936,42.26590610389283
Cono Sur Chard Cntrl Vly,5488.319999999968,47.19549880473413
Cono Sur Organic Cab Svgn,8875.269999999926,38.85932484307465
Cono Sur Organic Chard,6143.059999999956,41.361471318853674
Cono Sur Organic Svgn Bl,2315.7399999999993,53.49434737923946
Cono Sur Vision Cab Svgn,2811.439999999993,25.942577469197126
Cono Sur Vision Pnt Nr,2972.3399999999942,41.78155931017304
Cono Sur Vision Svgn Bl Csbl,2615.609999999995,38.889972128872294
Conservancy Concannon Chard,77.94,1.963048498845267
Constanti Brunello Montalcno,1841.75,29.501832496267134
Conterno Barolo Sori Gnestra,3097.6600000000003,37.4627944964909
Conterno Fantino Barb Alba,2634.0699999999983,0.47644899338280194
Conterno Fantino Barolo Mosc,4370.529999999998,47.89281849112118
Conti Zecca Primitivo,520.8400000000001,34.29844097995547
Contos de Valpiedra Rioja,199.9,32.86643321660831
Contratto 08 Milesimato Brut,2965.6199999999976,79.97450786007646
Conundrum Sparkling 25th Ann,1199.52,31.972789115646254
Convento Las Claras 12 Tinto,4065.149999999994,87.00269362754139
Cooks Extra Dry Champagne,2973.1099999999956,21.577069129631806
Cooks Grand Reserve,285.64000000000004,13.457498949726945
Copa di Vino Cab Svgn,1416.8100000000031,50.34196540114776
Copa di Vino Chard,1503.9600000000034,59.522859650522705
Copa di Vino Pnt Grigio,2255.94,59.60264900662252
Copain Monument Tree Pnt Nr,1049.79,96.86699244610827
Copain Tous Ensemble Pnt Nr,5253.8099999999895,9.870741423842686
Copain Wentzel Pnt Nr,839.86,90.66272950253614
Coppo L'Avvocata,1152.2600000000002,42.21443077083299
Corbett Canyon Pnt Nr,1143.1200000000006,23.95199104206038
Cormons Schioppettino,363.72,16.243264049268678
Coronet VSQ,181.85999999999999,32.4975255691191
Corral De Peidra Cab Svgn,9196.539999999906,33.34710662923169
Cortijo Rosado Rioja,237.83,69.05352562754909
Cortijo Tinto Rioja,195.27,35.45347467608952
Coruba Rum,179.88,24.216144096064042
Corvo Moscato Siciliarvo,8151.87999999993,23.51543447646361
Corvo Nero d'Avola & Pnt Gr,5367.7599999999875,80.80987227446826
Corvo Pnt Grigio,2659.379999999993,9.061886605148327
Corzo Silver Tequila,699.86,25.718000743005742
Cos d'Estournel St Estephe,2099.9300000000003,33.7744591486383
Cosentino The Zin,629.5800000000002,41.275135804822284
Coste di Brenta Cerasuolo,186.83,2.62805759246375
Cote Mas Blanc Mediterrane,1609.210000000001,91.71021805730763
Couleurs Du Sud Viognier,2547.449999999997,79.86221515633278
Couly-Dutheil Chinon Rose,1219.3900000000003,87.54131163942627
Courvoisier L'Essence Cognac,3399.99,25.925958605760595
Courvoisier Rose,591.6800000000001,93.15508382909681
Cousino Macul RSV Cab Svgn,9821.92999999994,44.076571508857896
Couvent des Thorins Moulin,649.7500000000001,97.31589072720276
Crane Lake Cab Svgn Cal,733.7500000000002,17.34333057845437
Crane Lake Chard Cal,943.95,17.775305895439374
Crane Lake Pnt Grigio Cal,539.4,33.81535038932147
Creme Yvette Liqueur,47.98,61.83826594414339
Creta Olympia Red,23.759999999999998,35.35353535353535
Creta Olympia White,431.28,56.3717306622148
Crios Cab Svgn,3314.379999999991,41.358564799449496
Cristobal Pie Palo Viognier,359.7,40.867389491242704
Cristobal Pie de Palo Malbec,431.64,34.195162635529606
Cristom Estate Pnt Gr Eola A,1955.9700000000007,23.863862942683205
Cristom Pnt Nr Sommers Rsv,2300.409999999999,31.983863746027847
Cristom Vyds Viognier Estate,1231.5600000000002,7.2395985579265565
Croft Port 11,1039.87,85.01543462163539
Croft Reserve Tawny,719.6400000000002,17.542104385526123
Croft Tawny Porto,191.84,0.04170141784821336
Croix de Basson Rose Organic,1748.7500000000005,89.61543959971408
Croix de Beaucaillou St Juln,1879.6000000000001,72.0435198978506
Crop Meyer Lemon Vodka,173.94,20.627802690582957
Crossbarn Cab Svgn,439.89,34.208552138034506
Crown Royal 75th Anniversary,4339.379999999996,76.623388594684
Crown Royal Apple,27.859999999999996,89.80617372577171
Crown Royal No Harvest Rye,8978.879999999643,61.44920079118845
Crown Royal w/2 Glasses,2958.6699999999987,94.77400318386302
Cruz Garcia Real Sangria Rd,733.3700000000007,21.724368327038256
Cruzan Banana Flavored Rum,2384.8299999999977,13.342250810330178
Cruzan Citrus Flavored Rum,1120.9800000000002,73.01646773359025
Cruzan Est Single Barrel Rum,179.94,21.873957985995325
Cruzan Raspberry Flavord Rum,2615.6199999999976,24.446211605661265
Cruzan Strawberry Rum,593.4600000000002,13.144946584437045
Cruzan Vanilla Flavored Rum,9198.629999999948,23.158122459539772
Cryptic California Red,9351.53999999993,33.75101854881601
Culpeo Malbec,281.25000000000006,40.35200000000002
Culpeo Pnt Nr,497.52,36.6136034732272
Cupcake Chianti,587.1600000000003,92.21677225969071
Cupcake Moscato,3624.5799999999917,28.099255637894437
Cupcake Petit Sirah Cal,536.8700000000002,35.22454225417702
Cusumano Merlot,307.78000000000003,31.52251608291638
Cutler Creek Merlot,144.01999999999998,18.01138730731842
Cutler Creek Wh Znfdl,106.12000000000005,14.172634753109728
Cutty Sark Prohibition,8402.059999999958,79.8269710047297
Cuvee Aurora Rose Sparkling,7380.799999999966,35.9825493171469
Cyan Toro Zamora,1231.2300000000005,97.33193635632661
Cyrus Alexander Vly,1199.88,34.64346434643464
Cyrus Cab Svgn Alex Vly,3563.3499999999963,17.5382715702919
D Bosler Pnt Nr Casablanca,854.4300000000001,32.727081212036104
D.des Senechaux CdP,7748.449999999982,74.95615252082668
DK Burst Blustery Pmnt Trav,472.5700000000002,16.101318323211412
Dachshund Rsl,4716.699999999982,83.0932643585557
Dad's Hat Rye Whiskey,538.89,81.85158381116739
Dalton Canaan Red,109.89,76.52197652197653
Damilano 11 Brunate Barolo,4199.2999999999965,22.087014502417002
Damilano Cannubi Barolo,4079.4899999999966,44.35333828493263
Damrak Amsterdam Gin,7649.439999999957,58.23772720617434
Dancing Bull Zabaco Cab Svgn,7206.619999999934,39.36158698529902
Daou Reserve Seventeen Forty,3023.519999999999,10.719955548499732
Daou Rsv Cab Svgn,3409.379999999998,12.505499533639519
Daou Soul of a Lion Red,3194.719999999999,43.53683577903539
Darioush Chard,1549.69,23.083971633036285
Darioush Merlot Napa Valley,2099.65,34.979163193865645
Dark Corner Moonshine,2391.0799999999977,71.3978620539672
DarkHorse Rose,6511.84999999996,32.41551939924864
David Bruce Pnt Nr Anderson,6237.919999999993,97.20820401672353
David Girard Vyds Syrah Okei,5996.999999999999,32.41620810405201
David Stone Pnt Nr,53.88,30.957683741648108
De Loach Merlot Cal,7714.529999999929,51.458740843576514
De Martino Cab Svgn Estate,13.99,34.66761972837741
De Martino Carmenere Estate,3611.819999999984,33.14118643786203
De Martino Svgn Bl Organic,167.88,31.52251608291637
De Villaine Bouzeron Aligot,824.75,2.050318278266151
DeKuyper Amaretto,1249.6100000000008,48.028584918494616
DeKuyper Blackberry Brandy,1118.8800000000003,8.715858715858742
DeKuyper Blue Curacao,5537.839999999974,24.802811204368098
DeKuyper Buttershots,2753.8799999999937,22.877540052580194
DeKuyper Buttershots Trav,175.84,95.93949044585987
DeKuyper Cactus Juice,241.77999999999997,41.00835470262221
DeKuyper Cherry Brandy,519.4800000000002,25.259875259875297
DeKuyper Coffee Brandy,659.3400000000001,17.40528407195077
DeKuyper Creme de Banana,1105.770000000001,32.036499452870004
DeKuyper Creme de Cacao Dark,5411.979999999939,39.514927993081386
DeKuyper Creme de Cacao Whit,7866.249999999906,26.171682822182458
DeKuyper Creme de Cassis,9115.859999999864,26.995807307263476
DeKuyper Grape Pucker,1311.9900000000007,6.145626109955163
DeKuyper Hazelnut,1887.9000000000012,37.106838285926194
DeKuyper Island Punch Pucker,5416.829999999977,25.134072880263584
DeKuyper Melon,1375.470000000001,23.45307422190239
DeKuyper Mixed Berry Medley,252.77000000000004,96.85089211536179
DeKuyper O3 Orange Liqueur,199.89999999999998,23.061530765382678
DeKuyper Orange Curacao,2211.5399999999986,19.6451341599066
DeKuyper Peach Pucker,90.92999999999999,56.36203673155173
DeKuyper Pineapple,1299.0000000000007,14.272517321016217
DeKuyper Pomegranate,729.2700000000004,60.56330302905647
DeKuyper Red Apple Schnapps,2384.829999999998,19.70245258571883
DeKuyper Root Beer Schnapps,4736.689999999963,21.688351992635635
DeKuyper Spearmint Schnapps,1195.0800000000004,40.88094520868898
DeKuyper Strawberry Pucker,527.5200000000002,64.2857142857143
DeKuyper White Creme de Ment,1428.570000000001,24.88992488992496
DeLille Cellars Chaleur Blnc,1146.69,74.01564503047902
DeLille Cellars D2,8985.859999999984,79.30214804147846
DeLille Cellars Doyenne AIX,935.76,68.39039924767035
DeLille Cellars Gr Ciel Cab,4549.65,66.60446407965446
DeWetshof Limestone Hl Chard,9177.06999999994,28.055686618931325
Debauchery Chard,156.32999999999998,51.50642870850124
Debauchery Pnt Nr,11.58,65.97582037996547
Debauchery Svgn Bl,2742.040000000001,31.554608977257825
Deep Eddy Sweet Tea Vodka,7228.999999999962,17.328537833724816
Deep Eddy Vodka,9353.559999999952,42.36000815375627
Defesa Branco White Alentejo,3078.6299999999937,40.50990213179224
Defesa Rose Alentejo,5897.459999999964,28.108032949777993
Defesa Tinto Red Alentejo,5351.879999999964,34.86251560199356
Del Maguey Vida Mezcal,216.93,24.76835845664501
Delamotte Bl de Bl Brut,3298.679999999997,76.76767676767675
Delamotte Bl de Bl Champagne,1149.77,66.34109430581768
Delamotte Brut,6960.269999999989,86.51263279411003
Delicious White P Vella B/B,509.66,11.56457246007142
Desert Island Iced Tea,2923.2899999999922,24.19670987141184
Desert Wind Cab Svgn,8123.71999999994,5.742689309822775
Desert Wind Ruah Red,644.6900000000002,28.3562642510354
Devils Spring Vodka,9492.719999999936,54.82643541577094
Dewars Wh Label & Honey 2 Pk,3429.019999999997,97.64480813760198
DiSaronno Amaretto,4781.159999999977,99.553246492483
